StudentCode,StudentName,UcCode,ClassCode
202068922,Jose Pascoal,L.EIC023,3LEIC04
202068922,Jose Pascoal,L.EIC024,3LEIC03
202068922,Jose Pascoal,L.EIC025,3LEIC04
202043337,Celio,L.EIC011,2LEIC13
202043337,Celio,L.EIC012,2LEIC13
202043337,Celio,L.EIC013,2LEIC13
202043337,Celio,L.EIC015,2LEIC13
202046227,Caetano,L.EIC011,2LEIC02
202046227,Caetano,L.EIC014,2LEIC02
202046227,Caetano,L.EIC015,2LEIC08
202046227,Caetano,L.EIC021,3LEIC14
202046227,Caetano,L.EIC024,3LEIC12
202045632,Manuel Fausto,L.EIC011,2LEIC02
202045632,Manuel Fausto,L.EIC012,2LEIC02
202045632,Manuel Fausto,L.EIC014,2LEIC02
202045632,Manuel Fausto,L.EIC015,2LEIC02
202054387,Manuel Amadeu,L.EIC011,2LEIC02
202054387,Manuel Amadeu,L.EIC012,2LEIC01
202054387,Manuel Amadeu,L.EIC013,2LEIC02
202054387,Manuel Amadeu,L.EIC015,2LEIC03
202066712,Manuel Santiago,L.EIC021,3LEIC08
202066712,Manuel Santiago,L.EIC024,3LEIC08
202066712,Manuel Santiago,L.EIC025,3LEIC08
202064077,Valentino,L.EIC015,2LEIC05
202056512,Humberto,L.EIC012,2LEIC11
202056512,Humberto,L.EIC013,2LEIC09
202056512,Humberto,L.EIC021,3LEIC03
202056512,Humberto,L.EIC022,3LEIC02
202056512,Humberto,L.EIC023,3LEIC04
202056512,Humberto,L.EIC025,3LEIC02
202078952,Jose Jaime,L.EIC023,3LEIC13
202040362,Raul,L.EIC011,2LEIC12
202040362,Raul,L.EIC012,2LEIC10
202040362,Raul,L.EIC013,2LEIC15
202040362,Raul,L.EIC014,2LEIC09
202040362,Raul,L.EIC015,2LEIC10
202040362,Raul,L.EIC021,3LEIC14
202040362,Raul,L.EIC024,3LEIC09
202026252,Dulce,L.EIC002,1LEIC13
202026252,Dulce,L.EIC013,2LEIC12
202026252,Dulce,L.EIC015,2LEIC12
202026252,Dulce,L.EIC022,3LEIC10
202026252,Dulce,L.EIC023,3LEIC10
202026252,Dulce,L.EIC025,3LEIC12
202067477,Manuel Arnaldo,L.EIC021,3LEIC05
202067477,Manuel Arnaldo,L.EIC023,3LEIC04
202067477,Manuel Arnaldo,L.EIC025,3LEIC01
202058382,Leonardo,L.EIC013,2LEIC10
202038832,Oceano,L.EIC011,2LEIC01
202038832,Oceano,L.EIC021,3LEIC09
202038832,Oceano,L.EIC022,3LEIC08
202038832,Oceano,L.EIC023,3LEIC08
202038832,Oceano,L.EIC025,3LEIC12
202079632,Jose Firmino,L.EIC023,3LEIC02
202054727,Jose Jeronimo,L.EIC011,2LEIC15
202054727,Jose Jeronimo,L.EIC012,2LEIC15
202054727,Jose Jeronimo,L.EIC013,2LEIC15
202054727,Jose Jeronimo,L.EIC014,2LEIC15
202054727,Jose Jeronimo,L.EIC015,2LEIC15
202079717,Manuel Ivo,L.EIC023,3LEIC09
202056767,Jose Anastacio,L.EIC012,2LEIC02
202056767,Jose Anastacio,L.EIC013,2LEIC02
202056767,Jose Anastacio,L.EIC014,2LEIC02
202056767,Jose Anastacio,L.EIC015,2LEIC02
202063312,Jose Tiago,L.EIC014,2LEIC13
202063312,Jose Tiago,L.EIC021,3LEIC12
202063312,Jose Tiago,L.EIC023,3LEIC10
202063312,Jose Tiago,L.EIC025,3LEIC10
202079802,Valdemar,L.EIC024,3LEIC05
202026762,Eduarda,L.EIC002,1LEIC04
202041637,Manuel Eliseu,L.EIC011,2LEIC10
202041637,Manuel Eliseu,L.EIC015,2LEIC13
202041637,Manuel Eliseu,L.EIC021,3LEIC03
202041637,Manuel Eliseu,L.EIC022,3LEIC04
202056002,Jose Lucio,L.EIC012,2LEIC06
202056002,Jose Lucio,L.EIC014,2LEIC04
202078017,Jose Cristiano,L.EIC023,3LEIC11
202080312,Manuel Estevao,L.EIC025,3LEIC08
202069007,Ernesto,L.EIC021,3LEIC09
202069007,Ernesto,L.EIC024,3LEIC08
202069007,Ernesto,L.EIC025,3LEIC12
202055917,Manuel Lucio,L.EIC012,2LEIC03
202055917,Manuel Lucio,L.EIC013,2LEIC04
202055917,Manuel Lucio,L.EIC021,3LEIC08
202055917,Manuel Lucio,L.EIC022,3LEIC12
202055917,Manuel Lucio,L.EIC023,3LEIC11
202055917,Manuel Lucio,L.EIC025,3LEIC13
202056427,Jose Julio,L.EIC012,2LEIC14
202064417,Vladimiro,L.EIC015,2LEIC02
202064417,Vladimiro,L.EIC021,3LEIC01
202064417,Vladimiro,L.EIC023,3LEIC06
202064417,Vladimiro,L.EIC024,3LEIC05
202064417,Vladimiro,L.EIC025,3LEIC03
202027102,Amelia,L.EIC002,1LEIC07
202027102,Amelia,L.EIC013,2LEIC07
202027102,Amelia,L.EIC021,3LEIC12
202027102,Amelia,L.EIC022,3LEIC09
202027102,Amelia,L.EIC023,3LEIC08
202027102,Amelia,L.EIC024,3LEIC12
202027102,Amelia,L.EIC025,3LEIC09
202020217,Leonor,L.EIC001,1LEIC09
202020217,Leonor,L.EIC002,1LEIC12
202020217,Leonor,L.EIC003,1LEIC15
202020217,Leonor,L.EIC004,1LEIC13
202020217,Leonor,L.EIC005,1LEIC13
202020217,Leonor,L.EIC012,2LEIC13
202020217,Leonor,L.EIC015,2LEIC12
202058127,Hernani,L.EIC013,2LEIC14
202058127,Hernani,L.EIC021,3LEIC08
202058127,Hernani,L.EIC023,3LEIC09
202058127,Hernani,L.EIC024,3LEIC11
202058127,Hernani,L.EIC025,3LEIC13
202077932,Manuel Armando,L.EIC023,3LEIC09
202077932,Manuel Armando,L.EIC025,3LEIC10
202057957,Jose Romeu,L.EIC013,2LEIC16
202057957,Jose Romeu,L.EIC015,2LEIC15
202020812,Margarida,L.EIC001,1LEIC06
202020812,Margarida,L.EIC002,1LEIC06
202020812,Margarida,L.EIC003,1LEIC06
202020812,Margarida,L.EIC004,1LEIC06
202020812,Margarida,L.EIC005,1LEIC06
202078612,Manuel Abilio,L.EIC023,3LEIC05
202078612,Manuel Abilio,L.EIC024,3LEIC01
202078612,Manuel Abilio,L.EIC025,3LEIC01
202062377,Manuel Antonio,L.EIC013,2LEIC11
202062377,Manuel Antonio,L.EIC025,3LEIC09
202077167,Jose Lucas,L.EIC021,3LEIC10
202077167,Jose Lucas,L.EIC022,3LEIC10
202077167,Jose Lucas,L.EIC023,3LEIC13
202077167,Jose Lucas,L.EIC025,3LEIC09
202077847,Jose Flavio,L.EIC023,3LEIC09
202061442,Lazaro,L.EIC013,2LEIC12
202061442,Lazaro,L.EIC025,3LEIC10
202025827,Caetana,L.EIC002,1LEIC09
202025827,Caetana,L.EIC025,3LEIC06
202073002,Franquelim,L.EIC021,3LEIC14
202073002,Franquelim,L.EIC023,3LEIC09
201978187,Jose Ivo,L.EIC023,3LEIC05
202021662,Luana,L.EIC001,1LEIC06
202021662,Luana,L.EIC013,2LEIC14
202021662,Luana,L.EIC021,3LEIC12
202021662,Luana,L.EIC025,3LEIC15
202061357,Tristao,L.EIC013,2LEIC14
202061357,Tristao,L.EIC021,3LEIC12
202061357,Tristao,L.EIC025,3LEIC10
202058637,Teofilo,L.EIC013,2LEIC14
202027952,Isadora,L.EIC003,1LEIC01
202027952,Isadora,L.EIC005,1LEIC02
202027952,Isadora,L.EIC011,2LEIC11
202027952,Isadora,L.EIC014,2LEIC12
202027952,Isadora,L.EIC015,2LEIC12
202064757,Belmiro,L.EIC015,2LEIC11
202064757,Belmiro,L.EIC021,3LEIC09
202064757,Belmiro,L.EIC023,3LEIC09
202064757,Belmiro,L.EIC024,3LEIC09
202064757,Belmiro,L.EIC025,3LEIC09
202051242,Jose Agostinho,L.EIC011,2LEIC09
202051242,Jose Agostinho,L.EIC023,3LEIC14
202051242,Jose Agostinho,L.EIC024,3LEIC10
202051242,Jose Agostinho,L.EIC025,3LEIC08
202063652,Joao Rafael,L.EIC015,2LEIC01
202055237,Jose Nelmo,L.EIC012,2LEIC09
202055237,Jose Nelmo,L.EIC021,3LEIC09
202055237,Jose Nelmo,L.EIC022,3LEIC14
202055237,Jose Nelmo,L.EIC023,3LEIC14
202055237,Jose Nelmo,L.EIC024,3LEIC11
202055237,Jose Nelmo,L.EIC025,3LEIC08
202079122,Jose Antonio,L.EIC023,3LEIC02
202079292,Jose Teofilo,L.EIC023,3LEIC14
202079292,Jose Teofilo,L.EIC024,3LEIC08
202063822,Joao Antonio,L.EIC015,2LEIC04
202064842,Manuel Alexandre,L.EIC015,2LEIC11
202064842,Manuel Alexandre,L.EIC021,3LEIC08
202064842,Manuel Alexandre,L.EIC023,3LEIC09
202064842,Manuel Alexandre,L.EIC024,3LEIC10
202079462,Custodio,L.EIC023,3LEIC02
202080227,Jose Emanuel,L.EIC025,3LEIC08
202054302,Jose Otavio,L.EIC011,2LEIC10
202054302,Jose Otavio,L.EIC023,3LEIC13
202054302,Jose Otavio,L.EIC024,3LEIC12
202054302,Jose Otavio,L.EIC025,3LEIC08
202035177,Olavo,L.EIC011,2LEIC04
202035177,Olavo,L.EIC012,2LEIC05
202035177,Olavo,L.EIC013,2LEIC05
202035177,Olavo,L.EIC014,2LEIC03
202035177,Olavo,L.EIC015,2LEIC01
202038917,Baltazar,L.EIC011,2LEIC09
202038917,Baltazar,L.EIC014,2LEIC16
202038917,Baltazar,L.EIC015,2LEIC10
202038917,Baltazar,L.EIC022,3LEIC08
202038917,Baltazar,L.EIC024,3LEIC12
202038917,Baltazar,L.EIC025,3LEIC08
202049287,Luciano,L.EIC011,2LEIC03
202049287,Luciano,L.EIC014,2LEIC02
202049287,Luciano,L.EIC015,2LEIC07
202025742,Isis,L.EIC002,1LEIC14
202025742,Isis,L.EIC003,1LEIC13
202025742,Isis,L.EIC004,1LEIC13
202025742,Isis,L.EIC005,1LEIC11
202025742,Isis,L.EIC012,2LEIC10
202058892,Manuel Anibal Jose Anibal,L.EIC013,2LEIC14
202058892,Manuel Anibal Jose Anibal,L.EIC025,3LEIC01
202078102,Jose Armando,L.EIC023,3LEIC11
202023022,Catarina,L.EIC002,1LEIC13
202023022,Catarina,L.EIC011,2LEIC03
202023022,Catarina,L.EIC013,2LEIC03
202023022,Catarina,L.EIC014,2LEIC05
202023022,Catarina,L.EIC015,2LEIC06
202029992,Antonia,L.EIC003,1LEIC16
202029992,Antonia,L.EIC011,2LEIC13
202029992,Antonia,L.EIC013,2LEIC16
202029992,Antonia,L.EIC015,2LEIC09
202029992,Antonia,L.EIC021,3LEIC08
202029992,Antonia,L.EIC024,3LEIC11
202060847,Manuel Marcelino,L.EIC013,2LEIC08
202060847,Manuel Marcelino,L.EIC014,2LEIC04
202060847,Manuel Marcelino,L.EIC022,3LEIC04
202063142,Jose Evandro,L.EIC014,2LEIC11
202063142,Jose Evandro,L.EIC023,3LEIC02
202063142,Jose Evandro,L.EIC025,3LEIC02
202027867,Zita,L.EIC003,1LEIC07
202027867,Zita,L.EIC014,2LEIC07
202027867,Zita,L.EIC023,3LEIC03
202027867,Zita,L.EIC024,3LEIC06
202027867,Zita,L.EIC025,3LEIC03
202057532,Manuel Hernani,L.EIC013,2LEIC14
202020897,Francisca,L.EIC001,1LEIC01
202020897,Francisca,L.EIC002,1LEIC01
202020897,Francisca,L.EIC013,2LEIC13
202020897,Francisca,L.EIC021,3LEIC11
202020897,Francisca,L.EIC023,3LEIC11
202020897,Francisca,L.EIC024,3LEIC11
202020897,Francisca,L.EIC025,3LEIC11
202035772,Mateus,L.EIC011,2LEIC10
202035772,Mateus,L.EIC013,2LEIC09
202035772,Mateus,L.EIC014,2LEIC10
202035772,Mateus,L.EIC021,3LEIC14
202035772,Mateus,L.EIC023,3LEIC13
202035772,Mateus,L.EIC025,3LEIC13
202057787,Jose Duarte,L.EIC013,2LEIC07
202057787,Jose Duarte,L.EIC023,3LEIC12
202057787,Jose Duarte,L.EIC025,3LEIC13
202060932,Flavio,L.EIC013,2LEIC01
202060932,Flavio,L.EIC021,3LEIC12
202060932,Flavio,L.EIC022,3LEIC12
202060932,Flavio,L.EIC023,3LEIC08
202060932,Flavio,L.EIC025,3LEIC12
202035517,Vicente,L.EIC011,2LEIC05
202035517,Vicente,L.EIC023,3LEIC10
202035517,Vicente,L.EIC024,3LEIC08
202035517,Vicente,L.EIC025,3LEIC10
202063482,Joao Ricardo,L.EIC015,2LEIC12
202063482,Joao Ricardo,L.EIC021,3LEIC12
202063482,Joao Ricardo,L.EIC022,3LEIC12
202063482,Joao Ricardo,L.EIC023,3LEIC12
202063482,Joao Ricardo,L.EIC024,3LEIC12
202063482,Joao Ricardo,L.EIC025,3LEIC12
202059997,Rodolfo,L.EIC013,2LEIC11
202059997,Rodolfo,L.EIC021,3LEIC11
202059997,Rodolfo,L.EIC023,3LEIC13
202059997,Rodolfo,L.EIC025,3LEIC13
202059742,Otavio,L.EIC013,2LEIC13
202059742,Otavio,L.EIC021,3LEIC11
202059742,Otavio,L.EIC023,3LEIC11
202059742,Otavio,L.EIC024,3LEIC11
202059742,Otavio,L.EIC025,3LEIC11
202059062,Gusmao,L.EIC013,2LEIC08
202059062,Gusmao,L.EIC021,3LEIC09
202059062,Gusmao,L.EIC025,3LEIC10
202061867,Isaias,L.EIC013,2LEIC12
202061867,Isaias,L.EIC014,2LEIC11
202061867,Isaias,L.EIC015,2LEIC12
202061867,Isaias,L.EIC021,3LEIC09
202061867,Isaias,L.EIC023,3LEIC13
202061867,Isaias,L.EIC025,3LEIC13
202077762,Manuel Flavio,L.EIC022,3LEIC03
202077762,Manuel Flavio,L.EIC023,3LEIC01
202068752,Manuel Gustavo,L.EIC021,3LEIC10
202068752,Manuel Gustavo,L.EIC022,3LEIC08
202068752,Manuel Gustavo,L.EIC023,3LEIC14
202068752,Manuel Gustavo,L.EIC024,3LEIC12
202068752,Manuel Gustavo,L.EIC025,3LEIC12
202040702,Cesar,L.EIC011,2LEIC07
202040702,Cesar,L.EIC012,2LEIC07
202040702,Cesar,L.EIC013,2LEIC07
202040702,Cesar,L.EIC014,2LEIC07
202040702,Cesar,L.EIC015,2LEIC07
202078527,Alcides,L.EIC023,3LEIC02
202076997,Alcino,L.EIC021,3LEIC06
202076997,Alcino,L.EIC022,3LEIC06
202076997,Alcino,L.EIC023,3LEIC07
202076997,Alcino,L.EIC024,3LEIC06
202076997,Alcino,L.EIC025,3LEIC06
202062122,Joao Pedro,L.EIC013,2LEIC05
202062122,Joao Pedro,L.EIC021,3LEIC09
202062122,Joao Pedro,L.EIC023,3LEIC09
202062122,Joao Pedro,L.EIC025,3LEIC09
202075807,Manuel Alcino,L.EIC021,3LEIC03
202075807,Manuel Alcino,L.EIC022,3LEIC03
202075807,Manuel Alcino,L.EIC023,3LEIC03
202075807,Manuel Alcino,L.EIC024,3LEIC04
202075807,Manuel Alcino,L.EIC025,3LEIC02
202076572,Manuel Tristao,L.EIC021,3LEIC05
202076572,Manuel Tristao,L.EIC022,3LEIC05
202076572,Manuel Tristao,L.EIC024,3LEIC05
202076572,Manuel Tristao,L.EIC025,3LEIC07
202079972,Jose Martinho,L.EIC025,3LEIC08
202029057,Lurdes,L.EIC003,1LEIC16
202029057,Lurdes,L.EIC013,2LEIC09
202029057,Lurdes,L.EIC014,2LEIC12
202029057,Lurdes,L.EIC021,3LEIC08
202029057,Lurdes,L.EIC023,3LEIC10
202043592,Marcio,L.EIC011,2LEIC04
202043592,Marcio,L.EIC012,2LEIC04
202043592,Marcio,L.EIC014,2LEIC04
202043592,Marcio,L.EIC015,2LEIC04
202043592,Marcio,L.EIC021,3LEIC05
202063992,Jose Rafael,L.EIC015,2LEIC11
202063992,Jose Rafael,L.EIC021,3LEIC10
202063992,Jose Rafael,L.EIC022,3LEIC10
202063992,Jose Rafael,L.EIC023,3LEIC14
202063992,Jose Rafael,L.EIC024,3LEIC10
202063992,Jose Rafael,L.EIC025,3LEIC14
202072662,Benjamim,L.EIC021,3LEIC09
202072662,Benjamim,L.EIC022,3LEIC09
202072662,Benjamim,L.EIC023,3LEIC10
202072662,Benjamim,L.EIC024,3LEIC08
202072662,Benjamim,L.EIC025,3LEIC14
202080057,Placido,L.EIC025,3LEIC10
202028887,Simone,L.EIC003,1LEIC16
202028887,Simone,L.EIC011,2LEIC13
202028887,Simone,L.EIC013,2LEIC15
202028887,Simone,L.EIC014,2LEIC12
202028887,Simone,L.EIC021,3LEIC14
202028887,Simone,L.EIC024,3LEIC12
202057872,Manuel Romeu,L.EIC013,2LEIC14
202057872,Manuel Romeu,L.EIC023,3LEIC02
202057022,Timoteo,L.EIC012,2LEIC10
202057022,Timoteo,L.EIC013,2LEIC12
202057022,Timoteo,L.EIC014,2LEIC12
202057022,Timoteo,L.EIC021,3LEIC08
202057022,Timoteo,L.EIC025,3LEIC11
202073682,Jose Gabriel,L.EIC021,3LEIC05
202073682,Jose Gabriel,L.EIC023,3LEIC05
202073682,Jose Gabriel,L.EIC024,3LEIC01
202073682,Jose Gabriel,L.EIC025,3LEIC01
202061017,Amilcar,L.EIC013,2LEIC01
202061017,Amilcar,L.EIC023,3LEIC14
202061017,Amilcar,L.EIC025,3LEIC15
202077677,Jose Claudio,L.EIC022,3LEIC07
202077677,Jose Claudio,L.EIC023,3LEIC04
202077677,Jose Claudio,L.EIC025,3LEIC04
202058977,Marcelo,L.EIC013,2LEIC08
202058977,Marcelo,L.EIC021,3LEIC11
202058977,Marcelo,L.EIC023,3LEIC09
202058977,Marcelo,L.EIC025,3LEIC08
202059572,Americo,L.EIC013,2LEIC16
202059572,Americo,L.EIC014,2LEIC16
202059572,Americo,L.EIC015,2LEIC14
202059572,Americo,L.EIC021,3LEIC11
202059572,Americo,L.EIC025,3LEIC08
202028462,Agata,L.EIC003,1LEIC13
202028462,Agata,L.EIC011,2LEIC15
202028462,Agata,L.EIC012,2LEIC14
202028462,Agata,L.EIC013,2LEIC09
202028462,Agata,L.EIC014,2LEIC09
202028462,Agata,L.EIC015,2LEIC11
202059317,Asdrubal,L.EIC013,2LEIC13
202059317,Asdrubal,L.EIC014,2LEIC16
202059317,Asdrubal,L.EIC015,2LEIC09
202059317,Asdrubal,L.EIC021,3LEIC14
202059317,Asdrubal,L.EIC025,3LEIC08
202058552,Jeremias,L.EIC013,2LEIC10
202058552,Jeremias,L.EIC023,3LEIC03
202078357,Manuel Isaias,L.EIC023,3LEIC13
202078357,Manuel Isaias,L.EIC024,3LEIC09
202078357,Manuel Isaias,L.EIC025,3LEIC09
202059402,Saul,L.EIC013,2LEIC09
202059402,Saul,L.EIC014,2LEIC11
202059402,Saul,L.EIC021,3LEIC14
202059402,Saul,L.EIC022,3LEIC09
202059402,Saul,L.EIC023,3LEIC14
202059402,Saul,L.EIC025,3LEIC15
202062207,Joao Luis,L.EIC013,2LEIC13
202062207,Joao Luis,L.EIC014,2LEIC13
202062207,Joao Luis,L.EIC023,3LEIC07
202062207,Joao Luis,L.EIC025,3LEIC01
202060422,Horacio,L.EIC013,2LEIC14
202060422,Horacio,L.EIC023,3LEIC02
202078697,Jose Abilio,L.EIC023,3LEIC08
202078697,Jose Abilio,L.EIC024,3LEIC10
202078697,Jose Abilio,L.EIC025,3LEIC09
202062462,Manuel Tiago,L.EIC014,2LEIC07
202062462,Manuel Tiago,L.EIC025,3LEIC11
202079547,Manuel Firmino,L.EIC023,3LEIC04
201960762,Gustavo Joao,L.EIC013,2LEIC12
201960762,Gustavo Joao,L.EIC021,3LEIC08
201960762,Gustavo Joao,L.EIC023,3LEIC08
201960762,Gustavo Joao,L.EIC024,3LEIC10
201960762,Gustavo Joao,L.EIC025,3LEIC09
202063397,Jose Augusto,L.EIC015,2LEIC05
202063397,Jose Augusto,L.EIC021,3LEIC06
202063397,Jose Augusto,L.EIC023,3LEIC06
202063397,Jose Augusto,L.EIC024,3LEIC06
202063397,Jose Augusto,L.EIC025,3LEIC06
202057107,Manuel Sergio,L.EIC013,2LEIC14
202057107,Manuel Sergio,L.EIC023,3LEIC05
202057277,Manuel Fernando,L.EIC013,2LEIC08
202057277,Manuel Fernando,L.EIC023,3LEIC11
202079207,Manuel Teofilo,L.EIC023,3LEIC11
202079207,Manuel Teofilo,L.EIC025,3LEIC10
202061272,Virgilio,L.EIC013,2LEIC13
202061272,Virgilio,L.EIC014,2LEIC16
202061272,Virgilio,L.EIC015,2LEIC11
202048097,Cristovao,L.EIC011,2LEIC02
202048097,Cristovao,L.EIC012,2LEIC05
202048097,Cristovao,L.EIC013,2LEIC03
202048097,Cristovao,L.EIC015,2LEIC08
202063737,Joao Fernando,L.EIC015,2LEIC08
202063737,Joao Fernando,L.EIC021,3LEIC14
202063737,Joao Fernando,L.EIC023,3LEIC13
202063737,Joao Fernando,L.EIC025,3LEIC11
202028377,Gloria,L.EIC003,1LEIC16
202028377,Gloria,L.EIC013,2LEIC04
202028377,Gloria,L.EIC021,3LEIC09
202028377,Gloria,L.EIC023,3LEIC10
202028377,Gloria,L.EIC024,3LEIC10
202028377,Gloria,L.EIC025,3LEIC08
202028122,Tatiana,L.EIC003,1LEIC13
202028122,Tatiana,L.EIC023,3LEIC11
202028122,Tatiana,L.EIC025,3LEIC15
202074702,Raimundo,L.EIC021,3LEIC14
202074702,Raimundo,L.EIC022,3LEIC14
202074702,Raimundo,L.EIC023,3LEIC08
202074702,Raimundo,L.EIC024,3LEIC08
202074702,Raimundo,L.EIC025,3LEIC14
202059657,Teodoro,L.EIC013,2LEIC08
202041212,Sandro,L.EIC011,2LEIC13
202041212,Sandro,L.EIC014,2LEIC14
202041212,Sandro,L.EIC015,2LEIC15
202041212,Sandro,L.EIC021,3LEIC11
202041212,Sandro,L.EIC024,3LEIC11
202041212,Sandro,L.EIC025,3LEIC12
202079887,Manuel Martinho,L.EIC025,3LEIC07
202078782,Jaime,L.EIC023,3LEIC10
202078782,Jaime,L.EIC025,3LEIC12
202023192,Paula,L.EIC002,1LEIC07
202023192,Paula,L.EIC011,2LEIC12
202023192,Paula,L.EIC013,2LEIC16
202023192,Paula,L.EIC014,2LEIC16
202023192,Paula,L.EIC015,2LEIC09
202080397,Jose Estevao,L.EIC025,3LEIC12
202027357,Frederica,L.EIC002,1LEIC08
202027357,Frederica,L.EIC005,1LEIC08
202027357,Frederica,L.EIC011,2LEIC10
202027357,Frederica,L.EIC013,2LEIC11
202027357,Frederica,L.EIC015,2LEIC10
202061782,Joao Paulo,L.EIC013,2LEIC10
202035347,Gustavo,L.EIC011,2LEIC14
202035347,Gustavo,L.EIC012,2LEIC14
202035347,Gustavo,L.EIC014,2LEIC13
202035347,Gustavo,L.EIC021,3LEIC08
202035347,Gustavo,L.EIC023,3LEIC14
202035347,Gustavo,L.EIC024,3LEIC11
